City,State,Age Group,Gender,Coffee Type,Daily Cups Consumed,Preferred Coffee Brand,Consumption Setting,Monthly Coffee Expense (INR),Reason for Consumption,Milk Preference,Sugar Preference,Awareness of Specialty Coffee,Frequency of Café Visits (Per Week),Preferred Time of Consumption,Influence of Social Media on Choice
Delhi,Delhi,18-25,Male,Espresso,4,Others,Home,1057,Energy,Yes,Medium Sugar,Yes,3,Afternoon,Yes
Delhi,Delhi,50+,Male,Filter Coffee,1,Starbucks,Office,720,Habit,Yes,Less Sugar,No,5,Afternoon,No
Delhi,Delhi,50+,Other,Filter Coffee,3,Bru,Home,3596,Habit,Yes,No Sugar,No,4,Morning,Yes
Delhi,Delhi,26-35,Male,Filter Coffee,5,Nestlé,Café,1758,Taste,Yes,Less Sugar,Yes,5,Night,No
Jaipur,Rajasthan,18-25,Other,Instant,5,Nestlé,Office,1807,Energy,Yes,Less Sugar,Yes,5,Night,No
Mumbai,Maharashtra,26-35,Other,Espresso,1,Local Brand,Office,3774,Habit,Yes,Medium Sugar,No,3,Evening,No
Delhi,Delhi,18-25,Other,Brewed,3,Starbucks,Café,1943,Socializing,Yes,High Sugar,Yes,4,Night,Yes
Hyderabad,Telangana,18-25,Other,Brewed,3,Bru,Office,1288,Habit,Yes,No Sugar,Yes,0,Morning,No
Kolkata,West Bengal,18-25,Female,Espresso,2,Nestlé,Office,3572,Energy,Yes,Less Sugar,No,1,Night,Yes
Jaipur,Rajasthan,50+,Other,Brewed,3,Others,Café,675,Taste,Yes,No Sugar,No,1,Night,Yes
Chennai,Tamil Nadu,26-35,Other,Brewed,1,Local Brand,Café,4244,Habit,Yes,Medium Sugar,Yes,2,Afternoon,No
Lucknow,Uttar Pradesh,50+,Female,Cold Coffee,1,Others,Office,1973,Taste,Yes,Medium Sugar,No,6,Evening,Yes
Mumbai,Maharashtra,18-25,Male,Instant,4,Starbucks,Office,2263,Habit,No,Medium Sugar,No,4,Night,Yes
Mumbai,Maharashtra,50+,Female,Instant,4,Starbucks,Home,2758,Socializing,Yes,Less Sugar,Yes,3,Afternoon,Yes
Ahmedabad,Gujarat,50+,Female,Cold Coffee,5,Others,Home,3491,Taste,No,Medium Sugar,Yes,2,Morning,Yes
Chennai,Tamil Nadu,26-35,Male,Espresso,5,Nestlé,Office,3704,Energy,Yes,High Sugar,Yes,6,Morning,Yes
Bangalore,Karnataka,50+,Male,Cold Coffee,2,Starbucks,Café,2866,Habit,No,No Sugar,Yes,6,Night,Yes
Ahmedabad,Gujarat,18-25,Other,Instant,5,Local Brand,Office,793,Socializing,Yes,Less Sugar,Yes,5,Afternoon,Yes
Kolkata,West Bengal,18-25,Female,Filter Coffee,4,Local Brand,Café,3480,Taste,Yes,Less Sugar,No,4,Evening,No
Bangalore,Karnataka,18-25,Male,Brewed,2,Starbucks,Café,813,Habit,Yes,Medium Sugar,No,2,Evening,No
Bangalore,Karnataka,18-25,Other,Brewed,5,Others,Office,1011,Habit,Yes,Medium Sugar,No,6,Morning,No
Ahmedabad,Gujarat,36-50,Male,Filter Coffee,3,Local Brand,Home,4377,Socializing,Yes,Medium Sugar,No,6,Evening,No
Jaipur,Rajasthan,50+,Female,Filter Coffee,1,Local Brand,Café,2456,Habit,No,High Sugar,No,4,Morning,No
Delhi,Delhi,50+,Female,Instant,3,Local Brand,Café,3867,Socializing,No,Medium Sugar,Yes,1,Morning,No
Lucknow,Uttar Pradesh,18-25,Female,Cold Coffee,5,Bru,Café,1725,Socializing,No,No Sugar,No,5,Afternoon,No
Hyderabad,Telangana,50+,Other,Filter Coffee,4,Others,Café,1713,Energy,Yes,Medium Sugar,No,4,Night,Yes
Pune,Maharashtra,26-35,Other,Brewed,4,Others,Café,4854,Energy,No,No Sugar,No,6,Afternoon,No
Kolkata,West Bengal,18-25,Other,Brewed,3,Nestlé,Office,3324,Taste,Yes,Medium Sugar,Yes,1,Morning,Yes
Chennai,Tamil Nadu,18-25,Male,Cold Coffee,4,Starbucks,Café,1812,Socializing,Yes,High Sugar,No,3,Afternoon,No
Delhi,Delhi,36-50,Other,Filter Coffee,4,Starbucks,Office,4451,Socializing,Yes,Medium Sugar,Yes,1,Afternoon,No
Hyderabad,Telangana,36-50,Other,Cold Coffee,5,Bru,Office,1024,Habit,Yes,Less Sugar,No,0,Evening,Yes
Pune,Maharashtra,36-50,Male,Espresso,2,Others,Office,3230,Habit,Yes,Less Sugar,No,1,Evening,Yes
Bangalore,Karnataka,18-25,Other,Instant,4,Nestlé,Office,692,Energy,No,Medium Sugar,No,4,Afternoon,Yes
Delhi,Delhi,18-25,Female,Cold Coffee,3,Local Brand,Home,274,Taste,No,No Sugar,Yes,0,Morning,No
Mumbai,Maharashtra,36-50,Other,Espresso,3,Others,Café,4882,Energy,No,Medium Sugar,Yes,0,Morning,No
Lucknow,Uttar Pradesh,50+,Female,Cold Coffee,1,Bru,Café,2222,Habit,No,Medium Sugar,Yes,2,Morning,Yes
Hyderabad,Telangana,26-35,Male,Cold Coffee,5,Starbucks,Home,1387,Taste,No,Medium Sugar,No,6,Morning,No
Jaipur,Rajasthan,50+,Male,Espresso,4,Starbucks,Home,3525,Habit,No,No Sugar,No,1,Morning,Yes
Lucknow,Uttar Pradesh,26-35,Female,Espresso,4,Local Brand,Café,1414,Energy,No,High Sugar,Yes,4,Night,Yes
Pune,Maharashtra,36-50,Male,Brewed,2,Starbucks,Home,4079,Taste,No,Less Sugar,No,2,Evening,No
Lucknow,Uttar Pradesh,36-50,Other,Brewed,1,Local Brand,Café,1162,Energy,No,Less Sugar,Yes,2,Night,Yes
Kolkata,West Bengal,50+,Other,Espresso,2,Others,Home,1605,Socializing,Yes,Less Sugar,No,1,Night,Yes
Mumbai,Maharashtra,18-25,Male,Brewed,5,Starbucks,Home,3364,Taste,Yes,Medium Sugar,No,0,Night,Yes
Kolkata,West Bengal,50+,Male,Espresso,2,Others,Café,1691,Taste,No,High Sugar,Yes,5,Afternoon,No
Kolkata,West Bengal,36-50,Other,Instant,2,Bru,Office,4428,Socializing,No,No Sugar,Yes,1,Morning,Yes
Delhi,Delhi,26-35,Male,Filter Coffee,5,Others,Café,4609,Taste,Yes,Less Sugar,Yes,6,Evening,Yes
Bangalore,Karnataka,36-50,Male,Filter Coffee,4,Nestlé,Office,1743,Socializing,Yes,Less Sugar,No,0,Night,No
Chennai,Tamil Nadu,26-35,Other,Cold Coffee,4,Local Brand,Office,2908,Energy,Yes,Less Sugar,Yes,5,Afternoon,Yes
Jaipur,Rajasthan,26-35,Male,Instant,3,Starbucks,Café,947,Habit,Yes,Medium Sugar,Yes,1,Night,Yes
Pune,Maharashtra,36-50,Other,Espresso,1,Local Brand,Home,1697,Energy,No,Less Sugar,No,3,Morning,Yes
Bangalore,Karnataka,36-50,Male,Brewed,1,Starbucks,Home,3970,Socializing,Yes,No Sugar,Yes,6,Morning,Yes
Ahmedabad,Gujarat,50+,Other,Espresso,2,Bru,Café,1096,Energy,Yes,No Sugar,No,2,Night,Yes
Kolkata,West Bengal,18-25,Female,Brewed,2,Bru,Home,883,Habit,Yes,Less Sugar,No,5,Afternoon,Yes
Mumbai,Maharashtra,18-25,Other,Espresso,2,Bru,Office,1142,Socializing,No,Medium Sugar,No,0,Night,Yes
Delhi,Delhi,18-25,Female,Filter Coffee,2,Nestlé,Office,2986,Energy,No,Less Sugar,Yes,1,Afternoon,Yes
Bangalore,Karnataka,36-50,Male,Filter Coffee,5,Local Brand,Café,3735,Habit,No,Less Sugar,No,5,Afternoon,Yes
Delhi,Delhi,26-35,Other,Espresso,3,Nestlé,Office,370,Energy,Yes,Less Sugar,No,4,Evening,No
Jaipur,Rajasthan,36-50,Male,Cold Coffee,5,Bru,Office,1753,Energy,No,Medium Sugar,No,1,Evening,No
Lucknow,Uttar Pradesh,50+,Male,Espresso,4,Starbucks,Café,1823,Taste,Yes,Medium Sugar,No,2,Evening,No
Bangalore,Karnataka,18-25,Female,Espresso,4,Local Brand,Home,3037,Habit,Yes,Medium Sugar,No,4,Evening,Yes
Hyderabad,Telangana,36-50,Female,Espresso,2,Local Brand,Office,879,Habit,No,Medium Sugar,Yes,5,Evening,No
Bangalore,Karnataka,36-50,Male,Cold Coffee,2,Others,Office,436,Socializing,No,High Sugar,No,6,Morning,Yes
Mumbai,Maharashtra,36-50,Male,Instant,2,Local Brand,Office,3077,Habit,Yes,No Sugar,Yes,1,Morning,Yes
Pune,Maharashtra,50+,Female,Espresso,3,Others,Home,3347,Taste,No,High Sugar,No,0,Afternoon,No
Delhi,Delhi,36-50,Female,Brewed,4,Bru,Café,3054,Energy,Yes,Medium Sugar,Yes,4,Afternoon,Yes
Hyderabad,Telangana,18-25,Male,Espresso,2,Local Brand,Home,4270,Taste,Yes,High Sugar,Yes,4,Morning,No
Hyderabad,Telangana,18-25,Other,Filter Coffee,1,Starbucks,Home,3660,Socializing,Yes,No Sugar,No,6,Afternoon,Yes
Chennai,Tamil Nadu,50+,Female,Brewed,2,Bru,Café,2123,Taste,Yes,No Sugar,No,2,Afternoon,No
Kolkata,West Bengal,36-50,Other,Cold Coffee,4,Bru,Café,833,Taste,Yes,No Sugar,No,6,Evening,Yes
Mumbai,Maharashtra,36-50,Other,Cold Coffee,2,Others,Office,4303,Energy,Yes,No Sugar,No,0,Afternoon,Yes
Ahmedabad,Gujarat,26-35,Female,Brewed,5,Nestlé,Café,3646,Habit,Yes,Less Sugar,No,2,Evening,Yes
Hyderabad,Telangana,26-35,Male,Espresso,3,Others,Office,261,Socializing,Yes,High Sugar,Yes,5,Morning,No
Mumbai,Maharashtra,26-35,Male,Espresso,2,Bru,Café,832,Taste,Yes,No Sugar,Yes,6,Night,Yes
Delhi,Delhi,50+,Male,Brewed,4,Bru,Café,1500,Taste,Yes,High Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,26-35,Other,Instant,3,Local Brand,Home,3392,Taste,Yes,Less Sugar,No,4,Night,No
Lucknow,Uttar Pradesh,18-25,Male,Brewed,5,Starbucks,Home,2410,Taste,No,Less Sugar,No,2,Evening,No
Bangalore,Karnataka,18-25,Female,Filter Coffee,1,Others,Office,2626,Energy,No,Less Sugar,Yes,3,Morning,Yes
Lucknow,Uttar Pradesh,50+,Female,Cold Coffee,5,Others,Café,263,Energy,No,High Sugar,No,4,Morning,Yes
Jaipur,Rajasthan,18-25,Male,Espresso,2,Starbucks,Café,1174,Energy,Yes,High Sugar,No,1,Night,Yes
Delhi,Delhi,26-35,Male,Instant,3,Local Brand,Home,3828,Habit,No,Medium Sugar,Yes,6,Morning,Yes
Mumbai,Maharashtra,26-35,Female,Filter Coffee,2,Others,Café,3530,Socializing,No,Less Sugar,No,5,Afternoon,No
Ahmedabad,Gujarat,18-25,Other,Cold Coffee,5,Starbucks,Café,3226,Energy,No,Less Sugar,Yes,1,Afternoon,Yes
Bangalore,Karnataka,18-25,Other,Brewed,3,Bru,Café,479,Taste,No,Less Sugar,No,0,Morning,Yes
Bangalore,Karnataka,18-25,Other,Brewed,2,Nestlé,Home,1161,Taste,No,Less Sugar,Yes,3,Night,Yes
Kolkata,West Bengal,18-25,Female,Filter Coffee,2,Starbucks,Office,3420,Taste,No,Less Sugar,Yes,6,Afternoon,No
Hyderabad,Telangana,50+,Female,Espresso,3,Local Brand,Café,1592,Taste,Yes,High Sugar,Yes,4,Evening,No
Kolkata,West Bengal,18-25,Male,Filter Coffee,5,Starbucks,Home,3624,Habit,No,Less Sugar,Yes,3,Night,Yes
Hyderabad,Telangana,50+,Female,Filter Coffee,2,Local Brand,Office,479,Taste,Yes,High Sugar,No,1,Night,Yes
Ahmedabad,Gujarat,36-50,Other,Filter Coffee,2,Others,Home,3011,Habit,No,Medium Sugar,Yes,6,Afternoon,No
Bangalore,Karnataka,18-25,Female,Cold Coffee,2,Local Brand,Café,1674,Taste,No,Medium Sugar,No,1,Morning,No
Hyderabad,Telangana,26-35,Female,Instant,5,Others,Office,3089,Socializing,Yes,Less Sugar,No,3,Night,Yes
Delhi,Delhi,18-25,Female,Instant,3,Nestlé,Café,2122,Socializing,No,Less Sugar,No,0,Afternoon,Yes
Delhi,Delhi,36-50,Female,Brewed,1,Starbucks,Home,2673,Energy,No,No Sugar,No,4,Afternoon,No
Lucknow,Uttar Pradesh,18-25,Other,Cold Coffee,4,Local Brand,Office,2051,Energy,Yes,Medium Sugar,No,5,Evening,Yes
Pune,Maharashtra,36-50,Female,Espresso,5,Others,Café,4749,Habit,No,High Sugar,No,4,Afternoon,No
Hyderabad,Telangana,26-35,Other,Cold Coffee,3,Nestlé,Office,706,Habit,Yes,High Sugar,Yes,1,Night,No
Pune,Maharashtra,36-50,Other,Filter Coffee,5,Others,Café,1599,Energy,No,High Sugar,No,1,Afternoon,No
Chennai,Tamil Nadu,18-25,Other,Instant,4,Starbucks,Office,2661,Energy,No,High Sugar,No,2,Evening,Yes
Delhi,Delhi,26-35,Other,Brewed,4,Starbucks,Café,3878,Socializing,Yes,Less Sugar,No,6,Evening,Yes
Chennai,Tamil Nadu,50+,Male,Instant,5,Nestlé,Office,536,Taste,No,High Sugar,Yes,3,Evening,Yes
Jaipur,Rajasthan,50+,Female,Filter Coffee,1,Nestlé,Café,1109,Taste,Yes,No Sugar,Yes,3,Night,Yes
Chennai,Tamil Nadu,18-25,Male,Espresso,4,Starbucks,Café,212,Habit,Yes,High Sugar,Yes,2,Evening,Yes
Mumbai,Maharashtra,26-35,Female,Filter Coffee,2,Starbucks,Office,4257,Energy,No,Less Sugar,Yes,1,Evening,Yes
Delhi,Delhi,18-25,Female,Instant,3,Bru,Home,1608,Taste,No,No Sugar,No,1,Morning,No
Pune,Maharashtra,50+,Other,Instant,1,Others,Café,746,Socializing,Yes,High Sugar,Yes,5,Morning,No
Lucknow,Uttar Pradesh,26-35,Female,Espresso,3,Others,Home,1620,Socializing,No,High Sugar,Yes,6,Morning,Yes
Mumbai,Maharashtra,50+,Other,Cold Coffee,2,Local Brand,Café,2972,Habit,Yes,No Sugar,No,1,Morning,Yes
Jaipur,Rajasthan,26-35,Male,Espresso,3,Local Brand,Café,2938,Energy,Yes,High Sugar,Yes,3,Morning,No
Chennai,Tamil Nadu,50+,Male,Instant,4,Local Brand,Home,2042,Energy,Yes,No Sugar,Yes,2,Afternoon,Yes
Delhi,Delhi,26-35,Other,Filter Coffee,1,Others,Home,1071,Energy,No,No Sugar,Yes,6,Morning,Yes
Jaipur,Rajasthan,18-25,Other,Filter Coffee,1,Others,Home,3644,Habit,Yes,No Sugar,No,3,Night,No
Lucknow,Uttar Pradesh,50+,Male,Instant,4,Nestlé,Café,4194,Habit,Yes,No Sugar,No,4,Afternoon,Yes
Jaipur,Rajasthan,26-35,Other,Brewed,4,Starbucks,Home,3256,Socializing,No,Less Sugar,No,5,Night,Yes
Pune,Maharashtra,50+,Male,Instant,2,Nestlé,Café,863,Energy,Yes,Medium Sugar,No,4,Evening,No
Kolkata,West Bengal,36-50,Male,Brewed,2,Starbucks,Office,2896,Taste,Yes,Less Sugar,No,0,Evening,Yes
Kolkata,West Bengal,50+,Female,Cold Coffee,2,Starbucks,Home,4602,Taste,No,Less Sugar,No,3,Afternoon,No
Chennai,Tamil Nadu,26-35,Female,Brewed,4,Bru,Home,594,Socializing,No,Medium Sugar,No,3,Night,Yes
Chennai,Tamil Nadu,26-35,Male,Brewed,5,Nestlé,Café,2532,Energy,Yes,Less Sugar,Yes,1,Afternoon,Yes
Jaipur,Rajasthan,50+,Female,Filter Coffee,2,Local Brand,Café,972,Habit,Yes,Less Sugar,No,5,Morning,No
Chennai,Tamil Nadu,18-25,Male,Espresso,5,Others,Café,4673,Taste,Yes,High Sugar,No,3,Night,No
Pune,Maharashtra,26-35,Other,Filter Coffee,1,Nestlé,Office,1761,Taste,No,Medium Sugar,Yes,5,Morning,No
Ahmedabad,Gujarat,18-25,Female,Espresso,4,Others,Café,2003,Habit,No,Medium Sugar,No,2,Night,No
Ahmedabad,Gujarat,50+,Other,Instant,3,Bru,Office,1798,Socializing,Yes,Medium Sugar,Yes,3,Evening,Yes
Ahmedabad,Gujarat,26-35,Other,Brewed,5,Others,Café,4173,Taste,Yes,Less Sugar,No,2,Night,No
Kolkata,West Bengal,36-50,Other,Cold Coffee,2,Starbucks,Home,1815,Socializing,No,Medium Sugar,No,6,Evening,No
Hyderabad,Telangana,18-25,Male,Instant,3,Nestlé,Home,4624,Energy,No,Less Sugar,No,6,Night,No
Lucknow,Uttar Pradesh,36-50,Female,Brewed,3,Others,Office,4421,Taste,Yes,Less Sugar,Yes,6,Evening,No
Chennai,Tamil Nadu,26-35,Female,Filter Coffee,4,Local Brand,Office,416,Taste,Yes,High Sugar,No,4,Night,No
Hyderabad,Telangana,26-35,Other,Instant,2,Bru,Office,4477,Energy,Yes,Less Sugar,Yes,5,Night,No
Delhi,Delhi,18-25,Female,Filter Coffee,5,Local Brand,Home,2096,Energy,No,No Sugar,Yes,6,Morning,No
Jaipur,Rajasthan,18-25,Other,Filter Coffee,4,Bru,Home,1099,Energy,No,Less Sugar,No,1,Afternoon,Yes
Delhi,Delhi,36-50,Other,Filter Coffee,3,Local Brand,Café,4929,Energy,Yes,High Sugar,Yes,3,Night,No
Mumbai,Maharashtra,36-50,Female,Cold Coffee,3,Bru,Home,395,Habit,Yes,No Sugar,Yes,5,Morning,Yes
Lucknow,Uttar Pradesh,36-50,Female,Brewed,4,Nestlé,Home,4250,Taste,No,High Sugar,Yes,1,Afternoon,Yes
Pune,Maharashtra,36-50,Female,Cold Coffee,1,Starbucks,Home,3800,Socializing,No,Less Sugar,Yes,0,Afternoon,No
Chennai,Tamil Nadu,26-35,Female,Filter Coffee,1,Local Brand,Office,1424,Taste,Yes,No Sugar,No,2,Afternoon,Yes
Mumbai,Maharashtra,50+,Female,Brewed,1,Others,Office,1875,Socializing,Yes,Medium Sugar,Yes,6,Evening,Yes
Pune,Maharashtra,36-50,Male,Cold Coffee,1,Bru,Home,2646,Socializing,No,High Sugar,Yes,1,Evening,Yes
Jaipur,Rajasthan,26-35,Other,Cold Coffee,3,Nestlé,Café,3538,Socializing,No,Less Sugar,No,6,Evening,Yes
Kolkata,West Bengal,36-50,Other,Filter Coffee,5,Starbucks,Home,554,Habit,No,Medium Sugar,Yes,1,Night,Yes
Hyderabad,Telangana,36-50,Other,Filter Coffee,1,Others,Office,3378,Taste,Yes,Medium Sugar,No,1,Evening,No
Mumbai,Maharashtra,36-50,Male,Instant,1,Nestlé,Home,828,Energy,No,High Sugar,Yes,2,Morning,No
Ahmedabad,Gujarat,36-50,Female,Espresso,3,Bru,Office,4622,Energy,No,High Sugar,No,6,Night,Yes
Pune,Maharashtra,26-35,Male,Brewed,2,Others,Café,1621,Taste,Yes,No Sugar,Yes,6,Evening,No
Chennai,Tamil Nadu,36-50,Other,Brewed,4,Starbucks,Café,1980,Taste,No,High Sugar,Yes,3,Morning,Yes
Kolkata,West Bengal,26-35,Female,Espresso,3,Others,Office,1432,Socializing,Yes,No Sugar,Yes,4,Morning,Yes
Delhi,Delhi,50+,Female,Instant,4,Local Brand,Home,592,Taste,No,Less Sugar,No,1,Afternoon,No
Lucknow,Uttar Pradesh,26-35,Male,Espresso,4,Nestlé,Café,2595,Socializing,No,Medium Sugar,Yes,1,Night,No
Delhi,Delhi,50+,Male,Brewed,4,Starbucks,Office,1992,Taste,No,No Sugar,Yes,0,Evening,No
Jaipur,Rajasthan,26-35,Female,Filter Coffee,1,Bru,Office,1563,Socializing,Yes,High Sugar,No,4,Afternoon,Yes
Delhi,Delhi,50+,Male,Brewed,2,Nestlé,Office,3828,Taste,No,High Sugar,No,0,Afternoon,No
Ahmedabad,Gujarat,36-50,Male,Espresso,4,Bru,Café,2413,Socializing,Yes,No Sugar,No,3,Evening,Yes
Pune,Maharashtra,50+,Other,Cold Coffee,1,Nestlé,Office,1219,Taste,No,High Sugar,No,0,Evening,No
Delhi,Delhi,50+,Female,Cold Coffee,5,Bru,Home,262,Energy,Yes,No Sugar,No,2,Night,No
Hyderabad,Telangana,18-25,Male,Filter Coffee,4,Bru,Home,3592,Energy,No,No Sugar,Yes,5,Night,Yes
Bangalore,Karnataka,26-35,Other,Espresso,1,Nestlé,Office,2469,Habit,Yes,Less Sugar,Yes,3,Night,No
Pune,Maharashtra,18-25,Male,Instant,2,Local Brand,Office,416,Taste,No,No Sugar,No,3,Evening,No
Hyderabad,Telangana,36-50,Male,Instant,1,Nestlé,Café,3473,Habit,No,High Sugar,No,2,Night,No
Delhi,Delhi,36-50,Female,Espresso,2,Nestlé,Office,3412,Taste,Yes,High Sugar,Yes,3,Afternoon,Yes
Kolkata,West Bengal,26-35,Male,Filter Coffee,2,Bru,Home,1280,Habit,No,Medium Sugar,No,3,Night,No
Mumbai,Maharashtra,50+,Male,Brewed,2,Starbucks,Home,1762,Socializing,No,High Sugar,No,1,Morning,No
Lucknow,Uttar Pradesh,36-50,Male,Cold Coffee,5,Starbucks,Office,4510,Taste,No,No Sugar,Yes,6,Night,No
Kolkata,West Bengal,36-50,Other,Brewed,4,Bru,Café,3936,Habit,No,Medium Sugar,Yes,2,Evening,Yes
Bangalore,Karnataka,36-50,Male,Espresso,2,Bru,Office,3121,Socializing,No,Less Sugar,No,3,Night,Yes
Mumbai,Maharashtra,18-25,Male,Cold Coffee,5,Bru,Home,4113,Socializing,Yes,High Sugar,Yes,4,Morning,Yes
Lucknow,Uttar Pradesh,26-35,Female,Instant,3,Others,Home,3387,Taste,Yes,High Sugar,Yes,2,Morning,No
Kolkata,West Bengal,18-25,Male,Cold Coffee,2,Nestlé,Café,1665,Habit,No,High Sugar,Yes,3,Morning,Yes
Jaipur,Rajasthan,50+,Other,Filter Coffee,1,Starbucks,Office,3287,Taste,Yes,High Sugar,Yes,0,Evening,Yes
Kolkata,West Bengal,26-35,Other,Cold Coffee,2,Others,Home,1814,Taste,Yes,High Sugar,No,6,Evening,Yes
Ahmedabad,Gujarat,50+,Male,Instant,4,Bru,Home,716,Socializing,No,Less Sugar,Yes,1,Afternoon,No
Bangalore,Karnataka,50+,Other,Filter Coffee,5,Bru,Café,811,Habit,Yes,High Sugar,No,5,Evening,Yes
Delhi,Delhi,26-35,Female,Filter Coffee,5,Local Brand,Office,2056,Habit,Yes,High Sugar,Yes,6,Morning,No
Bangalore,Karnataka,50+,Male,Espresso,1,Starbucks,Office,519,Taste,No,Less Sugar,Yes,2,Afternoon,No
Delhi,Delhi,26-35,Female,Instant,2,Bru,Home,373,Habit,No,No Sugar,No,3,Evening,No
Jaipur,Rajasthan,50+,Female,Filter Coffee,2,Starbucks,Office,700,Habit,No,Medium Sugar,No,6,Evening,Yes
Delhi,Delhi,50+,Male,Cold Coffee,4,Others,Office,2563,Taste,Yes,Less Sugar,No,0,Evening,No
Ahmedabad,Gujarat,36-50,Male,Espresso,5,Nestlé,Home,3352,Energy,No,No Sugar,Yes,0,Evening,No
Kolkata,West Bengal,18-25,Other,Filter Coffee,3,Starbucks,Office,4992,Socializing,No,Less Sugar,No,1,Evening,No
Ahmedabad,Gujarat,50+,Male,Brewed,4,Starbucks,Home,2913,Taste,No,Less Sugar,Yes,4,Evening,Yes
Mumbai,Maharashtra,50+,Female,Filter Coffee,4,Bru,Office,1294,Socializing,No,High Sugar,No,5,Night,Yes
Mumbai,Maharashtra,50+,Female,Instant,5,Bru,Office,3401,Taste,Yes,High Sugar,No,6,Night,No
Hyderabad,Telangana,36-50,Male,Instant,5,Others,Café,1165,Taste,No,No Sugar,Yes,4,Afternoon,Yes
Mumbai,Maharashtra,26-35,Other,Espresso,5,Nestlé,Office,1728,Taste,No,Less Sugar,No,0,Morning,No
Chennai,Tamil Nadu,26-35,Male,Brewed,1,Nestlé,Office,2721,Energy,No,High Sugar,No,5,Evening,No
Kolkata,West Bengal,18-25,Other,Espresso,1,Local Brand,Office,3604,Socializing,No,Medium Sugar,No,4,Night,No
Ahmedabad,Gujarat,50+,Male,Instant,3,Starbucks,Office,2777,Energy,No,Medium Sugar,No,0,Morning,Yes
Pune,Maharashtra,26-35,Male,Cold Coffee,3,Starbucks,Home,4583,Energy,Yes,Less Sugar,No,5,Night,No
Jaipur,Rajasthan,50+,Other,Cold Coffee,2,Others,Office,414,Habit,Yes,No Sugar,Yes,0,Afternoon,Yes
Pune,Maharashtra,36-50,Male,Brewed,4,Nestlé,Café,4639,Taste,No,No Sugar,Yes,1,Evening,Yes
Mumbai,Maharashtra,50+,Female,Espresso,1,Nestlé,Home,2572,Taste,No,Less Sugar,No,2,Evening,No
Pune,Maharashtra,18-25,Male,Cold Coffee,5,Local Brand,Office,1083,Energy,Yes,Medium Sugar,Yes,6,Night,Yes
Hyderabad,Telangana,36-50,Male,Cold Coffee,5,Local Brand,Office,4691,Socializing,No,No Sugar,Yes,5,Night,No
Ahmedabad,Gujarat,50+,Male,Instant,2,Bru,Café,4706,Habit,No,High Sugar,Yes,3,Evening,Yes
Delhi,Delhi,36-50,Other,Brewed,2,Others,Office,279,Taste,No,Medium Sugar,Yes,3,Morning,Yes
Mumbai,Maharashtra,18-25,Other,Espresso,5,Others,Home,2177,Habit,Yes,No Sugar,Yes,4,Evening,Yes
Ahmedabad,Gujarat,18-25,Male,Filter Coffee,1,Starbucks,Home,2017,Taste,No,Less Sugar,Yes,3,Morning,Yes
Hyderabad,Telangana,26-35,Female,Instant,1,Starbucks,Office,2324,Socializing,Yes,High Sugar,No,4,Afternoon,Yes
Ahmedabad,Gujarat,50+,Other,Espresso,4,Bru,Office,1398,Taste,Yes,No Sugar,Yes,5,Night,Yes
Ahmedabad,Gujarat,36-50,Other,Brewed,3,Nestlé,Office,2492,Habit,Yes,High Sugar,No,1,Morning,No
Lucknow,Uttar Pradesh,50+,Male,Instant,1,Bru,Home,4327,Habit,Yes,Medium Sugar,No,5,Morning,No
Kolkata,West Bengal,18-25,Other,Filter Coffee,3,Local Brand,Home,3009,Socializing,Yes,Medium Sugar,No,0,Night,Yes
Pune,Maharashtra,36-50,Other,Cold Coffee,4,Local Brand,Office,1879,Socializing,Yes,Less Sugar,No,5,Evening,No
Ahmedabad,Gujarat,18-25,Other,Filter Coffee,4,Nestlé,Home,3239,Energy,Yes,No Sugar,No,6,Night,No
Mumbai,Maharashtra,50+,Other,Instant,1,Nestlé,Home,2711,Taste,No,High Sugar,Yes,5,Evening,No
Kolkata,West Bengal,26-35,Female,Cold Coffee,3,Starbucks,Home,2945,Energy,Yes,Less Sugar,No,1,Morning,No
Hyderabad,Telangana,50+,Female,Cold Coffee,4,Starbucks,Office,3011,Energy,No,Medium Sugar,No,2,Evening,Yes
Bangalore,Karnataka,18-25,Male,Cold Coffee,2,Bru,Home,3943,Socializing,No,High Sugar,Yes,4,Afternoon,No
Kolkata,West Bengal,36-50,Other,Filter Coffee,5,Others,Café,1903,Habit,No,High Sugar,No,0,Evening,Yes
Mumbai,Maharashtra,26-35,Female,Filter Coffee,5,Starbucks,Home,640,Energy,Yes,Less Sugar,Yes,1,Afternoon,Yes
Kolkata,West Bengal,50+,Female,Instant,3,Starbucks,Home,426,Taste,Yes,High Sugar,No,3,Evening,Yes
Kolkata,West Bengal,18-25,Other,Espresso,2,Starbucks,Café,4918,Socializing,Yes,No Sugar,No,0,Afternoon,No
Pune,Maharashtra,26-35,Male,Espresso,1,Local Brand,Café,3691,Socializing,Yes,Less Sugar,Yes,3,Morning,No
Delhi,Delhi,18-25,Male,Brewed,1,Starbucks,Café,4456,Socializing,No,No Sugar,No,6,Afternoon,No
Lucknow,Uttar Pradesh,50+,Other,Brewed,2,Bru,Office,643,Taste,Yes,Less Sugar,Yes,6,Night,No
Jaipur,Rajasthan,26-35,Other,Filter Coffee,2,Others,Office,672,Taste,No,No Sugar,No,4,Afternoon,No
